Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
19,MMPA_V1_v15tb_11,hb_ocp1dbm_value,11.76,,,
19,MMPA_V1_v15tb_11,hb_peakPAE_value,23.37,,,
19,MMPA_V1_v15tb_11,hb_gainAt-20dbm_value,18.17,> 18,,pass
19,MMPA_V1_v15tb_11,hb_PAEAtOcp1dbm,9.224,,,
19,MMPA_V1_v15tb_11,hb_comp_curve,,,,
19,MMPA_V1_v15tb_11,hb_outputPowerW_curve,,,,
19,MMPA_V1_v15tb_11,hb_outputPowerDBM_curve,,,,
19,MMPA_V1_v15tb_11,hb_PAE_curve,,,,
19,MMPA_V1_v15tb_10,hb_comp_curve,,,,
19,MMPA_V1_v15tb_10,hb_ocp1dbm_value,10.04,,,
19,MMPA_V1_v15tb_10,hb_peakPAE_value,19.53,,,
19,MMPA_V1_v15tb_10,hb_gainAt-20dbm_value,17.23,> 18,,near
19,MMPA_V1_v15tb_10,hb_PAEAtOcp1dbm,9.037,,,
19,MMPA_V1_v15tb_10,hb_outputPowerW_curve,,,,
19,MMPA_V1_v15tb_10,hb_outputPowerDBM_curve,,,,
19,MMPA_V1_v15tb_10,hb_PAE_curve,,,,
19,MMPA_V1_v15tb_10,/OUTPUT_PORT/PLUS,,,,
19,MMPA_V1_v15tb_10,/vdd!,,,,
19,MMPA_V1_v15tb_10,/INPUT_PORT/PLUS,,,,
19,MMPA_V1_v15tb_10,/INPUT_NODE,,,,
19,MMPA_V1_v15tb_10,/VDD/PLUS,,,,
19,MMPA_V1_v15tb_01,hb_comp_curve,,,,
19,MMPA_V1_v15tb_01,hb_ocp1dbm_value,3.189,,,
19,MMPA_V1_v15tb_01,hb_peakPAE_value,7.183,,,
19,MMPA_V1_v15tb_01,hb_gainAt-20dbm_value,16.03,> 18,,fail
19,MMPA_V1_v15tb_01,hb_PAEAtOcp1dbm,2.475,,,
19,MMPA_V1_v15tb_01,hb_outputPowerW_curve,,,,
19,MMPA_V1_v15tb_01,hb_outputPowerDBM_curve,,,,
19,MMPA_V1_v15tb_01,hb_PAE_curve,,,,
19,MMPA_V1_v15tb_01,/VDD/PLUS,,,,
19,MMPA_V1_v15tb_01,/OUTPUT_PORT/PLUS,,,,
19,MMPA_V1_v15tb_01,/vdd!,,,,
19,MMPA_V1_v15tb_01,/INPUT_NODE,,,,
19,MMPA_V1_v15tb_01,/INPUT_PORT/PLUS,,,,
Parameters: input_port_f=6.95G,,,,,,
20,MMPA_V1_v15tb_11,hb_ocp1dbm_value,11.76,,,
20,MMPA_V1_v15tb_11,hb_peakPAE_value,23.09,,,
20,MMPA_V1_v15tb_11,hb_gainAt-20dbm_value,17.98,> 18,,near
20,MMPA_V1_v15tb_11,hb_PAEAtOcp1dbm,9.202,,,
20,MMPA_V1_v15tb_11,hb_comp_curve,,,,
20,MMPA_V1_v15tb_11,hb_outputPowerW_curve,,,,
20,MMPA_V1_v15tb_11,hb_outputPowerDBM_curve,,,,
20,MMPA_V1_v15tb_11,hb_PAE_curve,,,,
20,MMPA_V1_v15tb_10,hb_comp_curve,,,,
20,MMPA_V1_v15tb_10,hb_ocp1dbm_value,10.02,,,
20,MMPA_V1_v15tb_10,hb_peakPAE_value,19.06,,,
20,MMPA_V1_v15tb_10,hb_gainAt-20dbm_value,16.67,> 18,,near
20,MMPA_V1_v15tb_10,hb_PAEAtOcp1dbm,8.965,,,
20,MMPA_V1_v15tb_10,hb_outputPowerW_curve,,,,
20,MMPA_V1_v15tb_10,hb_outputPowerDBM_curve,,,,
20,MMPA_V1_v15tb_10,hb_PAE_curve,,,,
20,MMPA_V1_v15tb_10,/OUTPUT_PORT/PLUS,,,,
20,MMPA_V1_v15tb_10,/vdd!,,,,
20,MMPA_V1_v15tb_10,/INPUT_PORT/PLUS,,,,
20,MMPA_V1_v15tb_10,/INPUT_NODE,,,,
20,MMPA_V1_v15tb_10,/VDD/PLUS,,,,
20,MMPA_V1_v15tb_01,hb_comp_curve,,,,
20,MMPA_V1_v15tb_01,hb_ocp1dbm_value,3.225,,,
20,MMPA_V1_v15tb_01,hb_peakPAE_value,6.998,,,
20,MMPA_V1_v15tb_01,hb_gainAt-20dbm_value,15.45,> 18,,fail
20,MMPA_V1_v15tb_01,hb_PAEAtOcp1dbm,2.485,,,
20,MMPA_V1_v15tb_01,hb_outputPowerW_curve,,,,
20,MMPA_V1_v15tb_01,hb_outputPowerDBM_curve,,,,
20,MMPA_V1_v15tb_01,hb_PAE_curve,,,,
20,MMPA_V1_v15tb_01,/VDD/PLUS,,,,
20,MMPA_V1_v15tb_01,/OUTPUT_PORT/PLUS,,,,
20,MMPA_V1_v15tb_01,/vdd!,,,,
20,MMPA_V1_v15tb_01,/INPUT_NODE,,,,
20,MMPA_V1_v15tb_01,/INPUT_PORT/PLUS,,,,
Parameters: input_port_f=7G,,,,,,
21,MMPA_V1_v15tb_11,hb_ocp1dbm_value,11.74,,,
21,MMPA_V1_v15tb_11,hb_peakPAE_value,22.76,,,
21,MMPA_V1_v15tb_11,hb_gainAt-20dbm_value,17.74,> 18,,near
21,MMPA_V1_v15tb_11,hb_PAEAtOcp1dbm,9.175,,,
21,MMPA_V1_v15tb_11,hb_comp_curve,,,,
21,MMPA_V1_v15tb_11,hb_outputPowerW_curve,,,,
21,MMPA_V1_v15tb_11,hb_outputPowerDBM_curve,,,,
21,MMPA_V1_v15tb_11,hb_PAE_curve,,,,
21,MMPA_V1_v15tb_10,hb_comp_curve,,,,
21,MMPA_V1_v15tb_10,hb_ocp1dbm_value,10.01,,,
21,MMPA_V1_v15tb_10,hb_peakPAE_value,18.54,,,
21,MMPA_V1_v15tb_10,hb_gainAt-20dbm_value,16.08,> 18,,fail
21,MMPA_V1_v15tb_10,hb_PAEAtOcp1dbm,8.914,,,
21,MMPA_V1_v15tb_10,hb_outputPowerW_curve,,,,
21,MMPA_V1_v15tb_10,hb_outputPowerDBM_curve,,,,
21,MMPA_V1_v15tb_10,hb_PAE_curve,,,,
21,MMPA_V1_v15tb_10,/OUTPUT_PORT/PLUS,,,,
21,MMPA_V1_v15tb_10,/vdd!,,,,
21,MMPA_V1_v15tb_10,/INPUT_PORT/PLUS,,,,
21,MMPA_V1_v15tb_10,/INPUT_NODE,,,,
21,MMPA_V1_v15tb_10,/VDD/PLUS,,,,
21,MMPA_V1_v15tb_01,hb_comp_curve,,,,
21,MMPA_V1_v15tb_01,hb_ocp1dbm_value,3.255,,,
21,MMPA_V1_v15tb_01,hb_peakPAE_value,6.807,,,
21,MMPA_V1_v15tb_01,hb_gainAt-20dbm_value,14.87,> 18,,fail
21,MMPA_V1_v15tb_01,hb_PAEAtOcp1dbm,2.492,,,
21,MMPA_V1_v15tb_01,hb_outputPowerW_curve,,,,
21,MMPA_V1_v15tb_01,hb_outputPowerDBM_curve,,,,
21,MMPA_V1_v15tb_01,hb_PAE_curve,,,,
21,MMPA_V1_v15tb_01,/VDD/PLUS,,,,
21,MMPA_V1_v15tb_01,/OUTPUT_PORT/PLUS,,,,
21,MMPA_V1_v15tb_01,/vdd!,,,,
21,MMPA_V1_v15tb_01,/INPUT_NODE,,,,
21,MMPA_V1_v15tb_01,/INPUT_PORT/PLUS,,,,
Parameters: input_port_f=7.05G,,,,,,
22,MMPA_V1_v15tb_11,hb_ocp1dbm_value,11.74,,,
22,MMPA_V1_v15tb_11,hb_peakPAE_value,22.41,,,
22,MMPA_V1_v15tb_11,hb_gainAt-20dbm_value,17.47,> 18,,near
22,MMPA_V1_v15tb_11,hb_PAEAtOcp1dbm,9.166,,,
22,MMPA_V1_v15tb_11,hb_comp_curve,,,,
22,MMPA_V1_v15tb_11,hb_outputPowerW_curve,,,,
22,MMPA_V1_v15tb_11,hb_outputPowerDBM_curve,,,,
22,MMPA_V1_v15tb_11,hb_PAE_curve,,,,
22,MMPA_V1_v15tb_10,hb_comp_curve,,,,
22,MMPA_V1_v15tb_10,hb_ocp1dbm_value,10.02,,,
22,MMPA_V1_v15tb_10,hb_peakPAE_value,17.99,,,
22,MMPA_V1_v15tb_10,hb_gainAt-20dbm_value,15.47,> 18,,fail
22,MMPA_V1_v15tb_10,hb_PAEAtOcp1dbm,8.899,,,
22,MMPA_V1_v15tb_10,hb_outputPowerW_curve,,,,
22,MMPA_V1_v15tb_10,hb_outputPowerDBM_curve,,,,
22,MMPA_V1_v15tb_10,hb_PAE_curve,,,,
22,MMPA_V1_v15tb_10,/OUTPUT_PORT/PLUS,,,,
22,MMPA_V1_v15tb_10,/vdd!,,,,
22,MMPA_V1_v15tb_10,/INPUT_PORT/PLUS,,,,
22,MMPA_V1_v15tb_10,/INPUT_NODE,,,,
22,MMPA_V1_v15tb_10,/VDD/PLUS,,,,
22,MMPA_V1_v15tb_01,hb_comp_curve,,,,
22,MMPA_V1_v15tb_01,hb_ocp1dbm_value,3.283,,,
22,MMPA_V1_v15tb_01,hb_peakPAE_value,6.629,,,
22,MMPA_V1_v15tb_01,hb_gainAt-20dbm_value,14.29,> 18,,fail
22,MMPA_V1_v15tb_01,hb_PAEAtOcp1dbm,2.495,,,
22,MMPA_V1_v15tb_01,hb_outputPowerW_curve,,,,
22,MMPA_V1_v15tb_01,hb_outputPowerDBM_curve,,,,
22,MMPA_V1_v15tb_01,hb_PAE_curve,,,,
22,MMPA_V1_v15tb_01,/VDD/PLUS,,,,
22,MMPA_V1_v15tb_01,/OUTPUT_PORT/PLUS,,,,
22,MMPA_V1_v15tb_01,/vdd!,,,,
22,MMPA_V1_v15tb_01,/INPUT_NODE,,,,
22,MMPA_V1_v15tb_01,/INPUT_PORT/PLUS,,,,
Parameters: input_port_f=7.1G,,,,,,
23,MMPA_V1_v15tb_11,hb_ocp1dbm_value,11.75,,,
23,MMPA_V1_v15tb_11,hb_peakPAE_value,22.05,,,
23,MMPA_V1_v15tb_11,hb_gainAt-20dbm_value,17.18,> 18,,near
23,MMPA_V1_v15tb_11,hb_PAEAtOcp1dbm,9.172,,,
23,MMPA_V1_v15tb_11,hb_comp_curve,,,,
23,MMPA_V1_v15tb_11,hb_outputPowerW_curve,,,,
23,MMPA_V1_v15tb_11,hb_outputPowerDBM_curve,,,,
23,MMPA_V1_v15tb_11,hb_PAE_curve,,,,
23,MMPA_V1_v15tb_10,hb_comp_curve,,,,
23,MMPA_V1_v15tb_10,hb_ocp1dbm_value,10.03,,,
23,MMPA_V1_v15tb_10,hb_peakPAE_value,17.4,,,
23,MMPA_V1_v15tb_10,hb_gainAt-20dbm_value,14.85,> 18,,fail
23,MMPA_V1_v15tb_10,hb_PAEAtOcp1dbm,8.895,,,
23,MMPA_V1_v15tb_10,hb_outputPowerW_curve,,,,
23,MMPA_V1_v15tb_10,hb_outputPowerDBM_curve,,,,
23,MMPA_V1_v15tb_10,hb_PAE_curve,,,,
23,MMPA_V1_v15tb_10,/OUTPUT_PORT/PLUS,,,,
23,MMPA_V1_v15tb_10,/vdd!,,,,
23,MMPA_V1_v15tb_10,/INPUT_PORT/PLUS,,,,
23,MMPA_V1_v15tb_10,/INPUT_NODE,,,,
23,MMPA_V1_v15tb_10,/VDD/PLUS,,,,
23,MMPA_V1_v15tb_01,hb_comp_curve,,,,
23,MMPA_V1_v15tb_01,hb_ocp1dbm_value,3.302,,,
23,MMPA_V1_v15tb_01,hb_peakPAE_value,6.457,,,
23,MMPA_V1_v15tb_01,hb_gainAt-20dbm_value,13.7,> 18,,fail
23,MMPA_V1_v15tb_01,hb_PAEAtOcp1dbm,2.494,,,
23,MMPA_V1_v15tb_01,hb_outputPowerW_curve,,,,
23,MMPA_V1_v15tb_01,hb_outputPowerDBM_curve,,,,
23,MMPA_V1_v15tb_01,hb_PAE_curve,,,,
23,MMPA_V1_v15tb_01,/VDD/PLUS,,,,
23,MMPA_V1_v15tb_01,/OUTPUT_PORT/PLUS,,,,
23,MMPA_V1_v15tb_01,/vdd!,,,,
23,MMPA_V1_v15tb_01,/INPUT_NODE,,,,
23,MMPA_V1_v15tb_01,/INPUT_PORT/PLUS,,,,
Parameters: input_port_f=7.15G,,,,,,
24,MMPA_V1_v15tb_11,hb_ocp1dbm_value,11.76,,,
24,MMPA_V1_v15tb_11,hb_peakPAE_value,21.68,,,
24,MMPA_V1_v15tb_11,hb_gainAt-20dbm_value,16.85,> 18,,near
24,MMPA_V1_v15tb_11,hb_PAEAtOcp1dbm,9.179,,,
24,MMPA_V1_v15tb_11,hb_comp_curve,,,,
24,MMPA_V1_v15tb_11,hb_outputPowerW_curve,,,,
24,MMPA_V1_v15tb_11,hb_outputPowerDBM_curve,,,,
24,MMPA_V1_v15tb_11,hb_PAE_curve,,,,
24,MMPA_V1_v15tb_10,hb_comp_curve,,,,
24,MMPA_V1_v15tb_10,hb_ocp1dbm_value,10.05,,,
24,MMPA_V1_v15tb_10,hb_peakPAE_value,16.8,,,
24,MMPA_V1_v15tb_10,hb_gainAt-20dbm_value,14.24,> 18,,fail
24,MMPA_V1_v15tb_10,hb_PAEAtOcp1dbm,8.883,,,
24,MMPA_V1_v15tb_10,hb_outputPowerW_curve,,,,
24,MMPA_V1_v15tb_10,hb_outputPowerDBM_curve,,,,
24,MMPA_V1_v15tb_10,hb_PAE_curve,,,,
24,MMPA_V1_v15tb_10,/OUTPUT_PORT/PLUS,,,,
24,MMPA_V1_v15tb_10,/vdd!,,,,
24,MMPA_V1_v15tb_10,/INPUT_PORT/PLUS,,,,
24,MMPA_V1_v15tb_10,/INPUT_NODE,,,,
24,MMPA_V1_v15tb_10,/VDD/PLUS,,,,
24,MMPA_V1_v15tb_01,hb_comp_curve,,,,
24,MMPA_V1_v15tb_01,hb_ocp1dbm_value,3.331,,,
24,MMPA_V1_v15tb_01,hb_peakPAE_value,6.279,,,
24,MMPA_V1_v15tb_01,hb_gainAt-20dbm_value,13.13,> 18,,fail
24,MMPA_V1_v15tb_01,hb_PAEAtOcp1dbm,2.496,,,
24,MMPA_V1_v15tb_01,hb_outputPowerW_curve,,,,
24,MMPA_V1_v15tb_01,hb_outputPowerDBM_curve,,,,
24,MMPA_V1_v15tb_01,hb_PAE_curve,,,,
24,MMPA_V1_v15tb_01,/VDD/PLUS,,,,
24,MMPA_V1_v15tb_01,/OUTPUT_PORT/PLUS,,,,
24,MMPA_V1_v15tb_01,/vdd!,,,,
24,MMPA_V1_v15tb_01,/INPUT_NODE,,,,
24,MMPA_V1_v15tb_01,/INPUT_PORT/PLUS,,,,
Parameters: input_port_f=7.2G,,,,,,
25,MMPA_V1_v15tb_11,hb_ocp1dbm_value,11.76,,,
25,MMPA_V1_v15tb_11,hb_peakPAE_value,21.31,,,
25,MMPA_V1_v15tb_11,hb_gainAt-20dbm_value,16.51,> 18,,near
25,MMPA_V1_v15tb_11,hb_PAEAtOcp1dbm,9.183,,,
25,MMPA_V1_v15tb_11,hb_comp_curve,,,,
25,MMPA_V1_v15tb_11,hb_outputPowerW_curve,,,,
25,MMPA_V1_v15tb_11,hb_outputPowerDBM_curve,,,,
25,MMPA_V1_v15tb_11,hb_PAE_curve,,,,
25,MMPA_V1_v15tb_10,hb_comp_curve,,,,
25,MMPA_V1_v15tb_10,hb_ocp1dbm_value,10.05,,,
25,MMPA_V1_v15tb_10,hb_peakPAE_value,16.22,,,
25,MMPA_V1_v15tb_10,hb_gainAt-20dbm_value,13.62,> 18,,fail
25,MMPA_V1_v15tb_10,hb_PAEAtOcp1dbm,8.845,,,
25,MMPA_V1_v15tb_10,hb_outputPowerW_curve,,,,
25,MMPA_V1_v15tb_10,hb_outputPowerDBM_curve,,,,
25,MMPA_V1_v15tb_10,hb_PAE_curve,,,,
25,MMPA_V1_v15tb_10,/OUTPUT_PORT/PLUS,,,,
25,MMPA_V1_v15tb_10,/vdd!,,,,
25,MMPA_V1_v15tb_10,/INPUT_PORT/PLUS,,,,
25,MMPA_V1_v15tb_10,/INPUT_NODE,,,,
25,MMPA_V1_v15tb_10,/VDD/PLUS,,,,
25,MMPA_V1_v15tb_01,hb_comp_curve,,,,
25,MMPA_V1_v15tb_01,hb_ocp1dbm_value,3.363,,,
25,MMPA_V1_v15tb_01,hb_peakPAE_value,6.094,,,
25,MMPA_V1_v15tb_01,hb_gainAt-20dbm_value,12.56,> 18,,fail
25,MMPA_V1_v15tb_01,hb_PAEAtOcp1dbm,2.498,,,
25,MMPA_V1_v15tb_01,hb_outputPowerW_curve,,,,
25,MMPA_V1_v15tb_01,hb_outputPowerDBM_curve,,,,
25,MMPA_V1_v15tb_01,hb_PAE_curve,,,,
25,MMPA_V1_v15tb_01,/VDD/PLUS,,,,
25,MMPA_V1_v15tb_01,/OUTPUT_PORT/PLUS,,,,
25,MMPA_V1_v15tb_01,/vdd!,,,,
25,MMPA_V1_v15tb_01,/INPUT_NODE,,,,
25,MMPA_V1_v15tb_01,/INPUT_PORT/PLUS,,,,
Parameters: input_port_f=7.25G,,,,,,
26,MMPA_V1_v15tb_11,hb_ocp1dbm_value,11.77,,,
26,MMPA_V1_v15tb_11,hb_peakPAE_value,20.96,,,
26,MMPA_V1_v15tb_11,hb_gainAt-20dbm_value,16.15,> 18,,fail
26,MMPA_V1_v15tb_11,hb_PAEAtOcp1dbm,9.179,,,
26,MMPA_V1_v15tb_11,hb_comp_curve,,,,
26,MMPA_V1_v15tb_11,hb_outputPowerW_curve,,,,
26,MMPA_V1_v15tb_11,hb_outputPowerDBM_curve,,,,
26,MMPA_V1_v15tb_11,hb_PAE_curve,,,,
26,MMPA_V1_v15tb_10,hb_comp_curve,,,,
26,MMPA_V1_v15tb_10,hb_ocp1dbm_value,10.05,,,
26,MMPA_V1_v15tb_10,hb_peakPAE_value,15.64,,,
26,MMPA_V1_v15tb_10,hb_gainAt-20dbm_value,13.01,> 18,,fail
26,MMPA_V1_v15tb_10,hb_PAEAtOcp1dbm,8.792,,,
26,MMPA_V1_v15tb_10,hb_outputPowerW_curve,,,,
26,MMPA_V1_v15tb_10,hb_outputPowerDBM_curve,,,,
26,MMPA_V1_v15tb_10,hb_PAE_curve,,,,
26,MMPA_V1_v15tb_10,/OUTPUT_PORT/PLUS,,,,
26,MMPA_V1_v15tb_10,/vdd!,,,,
26,MMPA_V1_v15tb_10,/INPUT_PORT/PLUS,,,,
26,MMPA_V1_v15tb_10,/INPUT_NODE,,,,
26,MMPA_V1_v15tb_10,/VDD/PLUS,,,,
26,MMPA_V1_v15tb_01,hb_comp_curve,,,,
26,MMPA_V1_v15tb_01,hb_ocp1dbm_value,3.401,,,
26,MMPA_V1_v15tb_01,hb_peakPAE_value,5.905,,,
26,MMPA_V1_v15tb_01,hb_gainAt-20dbm_value,12,> 18,,fail
26,MMPA_V1_v15tb_01,hb_PAEAtOcp1dbm,2.503,,,
26,MMPA_V1_v15tb_01,hb_outputPowerW_curve,,,,
26,MMPA_V1_v15tb_01,hb_outputPowerDBM_curve,,,,
26,MMPA_V1_v15tb_01,hb_PAE_curve,,,,
26,MMPA_V1_v15tb_01,/VDD/PLUS,,,,
26,MMPA_V1_v15tb_01,/OUTPUT_PORT/PLUS,,,,
26,MMPA_V1_v15tb_01,/vdd!,,,,
26,MMPA_V1_v15tb_01,/INPUT_NODE,,,,
26,MMPA_V1_v15tb_01,/INPUT_PORT/PLUS,,,,
Parameters: input_port_f=7.3G,,,,,,
27,MMPA_V1_v15tb_11,hb_ocp1dbm_value,11.77,,,
27,MMPA_V1_v15tb_11,hb_peakPAE_value,20.59,,,
27,MMPA_V1_v15tb_11,hb_gainAt-20dbm_value,15.78,> 18,,fail
27,MMPA_V1_v15tb_11,hb_PAEAtOcp1dbm,9.166,,,
27,MMPA_V1_v15tb_11,hb_comp_curve,,,,
27,MMPA_V1_v15tb_11,hb_outputPowerW_curve,,,,
27,MMPA_V1_v15tb_11,hb_outputPowerDBM_curve,,,,
27,MMPA_V1_v15tb_11,hb_PAE_curve,,,,
27,MMPA_V1_v15tb_10,hb_comp_curve,,,,
27,MMPA_V1_v15tb_10,hb_ocp1dbm_value,10.04,,,
27,MMPA_V1_v15tb_10,hb_peakPAE_value,15.06,,,
27,MMPA_V1_v15tb_10,hb_gainAt-20dbm_value,12.41,> 18,,fail
27,MMPA_V1_v15tb_10,hb_PAEAtOcp1dbm,8.728,,,
27,MMPA_V1_v15tb_10,hb_outputPowerW_curve,,,,
27,MMPA_V1_v15tb_10,hb_outputPowerDBM_curve,,,,
27,MMPA_V1_v15tb_10,hb_PAE_curve,,,,
27,MMPA_V1_v15tb_10,/OUTPUT_PORT/PLUS,,,,
27,MMPA_V1_v15tb_10,/vdd!,,,,
27,MMPA_V1_v15tb_10,/INPUT_PORT/PLUS,,,,
27,MMPA_V1_v15tb_10,/INPUT_NODE,,,,
27,MMPA_V1_v15tb_10,/VDD/PLUS,,,,
27,MMPA_V1_v15tb_01,hb_comp_curve,,,,
27,MMPA_V1_v15tb_01,hb_ocp1dbm_value,3.432,,,
27,MMPA_V1_v15tb_01,hb_peakPAE_value,5.716,,,
27,MMPA_V1_v15tb_01,hb_gainAt-20dbm_value,11.45,> 18,,fail
27,MMPA_V1_v15tb_01,hb_PAEAtOcp1dbm,2.503,,,
27,MMPA_V1_v15tb_01,hb_outputPowerW_curve,,,,
27,MMPA_V1_v15tb_01,hb_outputPowerDBM_curve,,,,
27,MMPA_V1_v15tb_01,hb_PAE_curve,,,,
27,MMPA_V1_v15tb_01,/VDD/PLUS,,,,
27,MMPA_V1_v15tb_01,/OUTPUT_PORT/PLUS,,,,
27,MMPA_V1_v15tb_01,/vdd!,,,,
27,MMPA_V1_v15tb_01,/INPUT_NODE,,,,
27,MMPA_V1_v15tb_01,/INPUT_PORT/PLUS,,,,

