Point,"hb_comp_curve","hb_ocp1dbm_value","hb_peakPAE_value","hb_gainAt-20dbm_value","hb_PinAtOcp1dbm_value","hb_PAEAtOcp1dbm","hb_outputPowerW_curve","hb_outputPowerDBM_curve","hb_PAE_curve"
333,wave,3.41770495809314,8.05720414623193,17.6380562116705,-13.2069621471023,2.34939555310462,wave,wave,wave
334,wave,3.20305315864931,8.0592503507716,18.112186889262,-13.9255590658463,2.17541547946337,wave,wave,wave
335,wave,3.30611527653248,7.55139806887148,17.9012022191916,-13.5833276817071,2.7377695959628,wave,wave,wave
336,wave,3.41347707738428,7.58388752701893,17.7446869945993,-13.2973473024427,2.80067908629003,wave,wave,wave
337,wave,3.31016563054331,8.0875141086331,18.0747005305594,-13.7633174602905,2.32759481106748,wave,wave,wave
338,wave,3.22382020638361,7.87555707109913,18.1837677616246,-13.9786866844455,2.41525032838734,wave,wave,wave
339,wave,3.04495697700745,7.66040314163774,17.6194088203037,-13.5648220850718,2.39181573648046,wave,wave,wave
340,wave,3.43105733823624,7.79674809100071,17.5793717679952,-13.1215021588535,2.57985114095272,wave,wave,wave
341,wave,3.1121002799204,7.80078507505279,18.1847767676554,-14.0901790549481,2.39303822425195,wave,wave,wave
342,wave,3.2596339527934,7.66580856924963,18.056065527168,-13.782645875754,2.59868669139886,wave,wave,wave
343,wave,2.95704917234442,7.39824750420533,17.8963233762202,-13.9377247331039,2.74092157040598,wave,wave,wave
344,wave,3.15276438112169,7.79739496590458,18.4678885121779,-14.3142624985818,2.63454894727152,wave,wave,wave
345,wave,3.09514696217692,7.41001552631283,17.7156191088206,-13.628225923132,2.66440245571804,wave,wave,wave
346,wave,3.02984650693444,7.47045919737612,17.633872394868,-13.5716329508428,2.60817705575451,wave,wave,wave
347,wave,3.23262457290674,7.76197804215469,18.2152596319662,-13.9968781220159,2.55757234867707,wave,wave,wave
348,wave,3.10524222321968,7.52228282399025,17.9065456717358,-13.8012100796331,2.64332696061733,wave,wave,wave
349,wave,3.61610967393674,8.02541195623573,18.0984985779098,-13.4744507794339,2.59570636978644,wave,wave,wave
350,wave,3.10013568121577,7.80532256870918,18.352634296864,-14.2618005800088,2.46983922078604,wave,wave,wave
351,wave,3.40851616277305,7.79581033965621,17.6712841235336,-13.2420172008777,2.56414271302643,wave,wave,wave
352,wave,3.29335381865145,7.88987072198246,18.7774789832025,-14.5239152546703,2.69576567491102,wave,wave,wave
353,wave,3.36664646799273,7.70783849581652,17.8690860902607,-13.4814027336326,2.64352667758418,wave,wave,wave
354,wave,3.1553370554871,7.56316869092357,17.7261332042515,-13.5671978625443,2.54096197515986,wave,wave,wave
355,wave,2.93464914004222,8.13674315099945,18.6778194149894,-14.7864002848725,2.07208252972413,wave,wave,wave
356,wave,3.00666232071602,7.89872856872792,18.3185919102254,-14.3355738119131,2.33037273232263,wave,wave,wave
357,wave,3.528017970991,8.29241946761891,18.5349891031859,-14.0086884472097,2.42804866643746,wave,wave,wave
358,wave,3.19678939841042,7.64604351052849,18.0180456530295,-13.8186074605228,2.62332552065839,wave,wave,wave
359,wave,3.33605886039062,7.62172740378298,17.5126772536197,-13.158005787084,2.64725926536812,wave,wave,wave
360,wave,3.29720857925948,8.18232356013212,18.4725506178547,-14.2054726248146,2.33980538798558,wave,wave,wave
361,wave,2.94782472318565,7.49571028054894,17.7613614085766,-13.8052352438728,2.51266347232467,wave,wave,wave
362,wave,3.37179821233488,7.74684288873863,17.817705484549,-13.430151897951,2.6265727236228,wave,wave,wave
363,wave,3.08742857071733,7.70699773746529,18.2864279209711,-14.2141199086968,2.49004100436962,wave,wave,wave
364,wave,3.26444710260847,7.87826651622491,17.8961421667798,-13.6390831931542,2.41840978269384,wave,wave,wave
365,wave,3.2158530704097,7.99116334374734,18.4171678843908,-14.1996663329805,2.44773091377396,wave,wave,wave
366,wave,3.23684788286794,7.09546588587512,17.4321801046596,-13.1729881631737,3.00168441568672,wave,wave,wave
367,wave,3.29105322759734,7.98209567075092,18.2985071459099,-14.0040079561946,2.48083383806573,wave,wave,wave
368,wave,3.14150610894063,7.91565428737954,17.9481062511743,-13.8159795438041,2.30000565341949,wave,wave,wave
369,wave,3.60158719289394,8.01214349657326,17.8353587783682,-13.1982808680656,2.61339157429075,wave,wave,wave
370,wave,3.16042162879481,8.00445789015978,18.7863568803535,-14.6634741066988,2.52084910965851,wave,wave,wave
371,wave,3.17166174395416,7.56172765207149,17.7650984472682,-13.5849807490512,2.57636098763754,wave,wave,wave
372,wave,3.10514201980974,7.50822144981071,17.9044765406298,-13.8051116927034,2.59166106066581,wave,wave,wave
373,wave,2.86432558119844,7.72848923959682,18.2399865540901,-14.3910545183778,2.37096910774859,wave,wave,wave
374,wave,3.09545158810077,7.82894907884342,18.3625579729574,-14.275502006128,2.47642834443184,wave,wave,wave
375,wave,3.34776519797172,8.38251280792026,18.6727295379028,-14.3646234440949,2.17262472467898,wave,wave,wave
376,wave,3.4244420573872,7.85862822261724,17.8852685640759,-13.4567564499366,2.54473630109696,wave,wave,wave
377,wave,3.27733560588633,7.51868546985369,17.1096885616312,-12.7952954648218,2.52191670472147,wave,wave,wave
378,wave,3.15360578953438,7.35478084063913,17.7826740914608,-13.6213046055619,2.81657868423155,wave,wave,wave
379,wave,3.09490537926738,7.97702081569696,18.3490081725441,-14.2657566340365,2.36302790554776,wave,wave,wave
380,wave,3.45731954207415,8.07701526323298,18.4551030763607,-14.005988067452,2.52409721632261,wave,wave,wave
381,wave,3.0880140437736,7.54366800690158,17.9658415638555,-13.87930948015,2.65802871456994,wave,wave,wave
382,wave,3.20149627947367,7.58192480374936,17.6267443391183,-13.4115666370026,2.54217128737737,wave,wave,wave
383,wave,2.91039762106132,7.60555118114624,18.2135598095093,-14.3257179237281,2.45400088879879,wave,wave,wave
384,wave,3.05036740778138,7.85076265888113,18.4653076823727,-14.4486846954742,2.34935970772881,wave,wave,wave
385,wave,3.11059414541647,7.58436602926258,18.0084191740312,-13.9077546024047,2.62808602144092,wave,wave,wave
386,wave,3.43434703659118,7.73591868825013,17.6344067769017,-13.1651008557094,2.69873508079693,wave,wave,wave
387,wave,3.09845555160125,7.72103830499297,18.2380504316102,-14.1509521261872,2.5149507097823,wave,wave,wave
388,wave,3.22276778935826,7.55393342563588,17.8349174813239,-13.6097756092673,2.64091213305782,wave,wave,wave
389,wave,3.09064906598364,7.41253816578588,17.3020898524332,-13.1861378801506,2.60329750717267,wave,wave,wave
390,wave,3.255920588718,7.85143252716477,18.4195229194478,-14.1746257219181,2.57923304930471,wave,wave,wave
391,wave,3.04169977541073,7.95485266201082,18.1642430752594,-14.1419945914752,2.19854875328421,wave,wave,wave
392,wave,3.08094874837661,7.840356319021,18.3965943212162,-14.3329720284895,2.43379454704663,wave,wave,wave
393,wave,3.36410976875087,7.67892232322356,17.626647745484,-13.2452545070626,2.60486025783716,wave,wave,wave
394,wave,3.134853093464,7.8040821734411,18.0989784989533,-13.9572349210448,2.4296095546576,wave,wave,wave
395,wave,3.30568420387815,7.75575782938167,18.2613816442513,-13.9401206942223,2.59872565936379,wave,wave,wave
396,wave,3.27429309829658,7.98000225921484,17.8067879125777,-13.5188359030884,2.3465317007846,wave,wave,wave
397,wave,3.34177969652572,7.35222266016192,17.3408452618461,-12.971306364369,2.8131643761331,wave,wave,wave
398,wave,3.13265027464606,7.91857139861415,18.4969837923031,-14.3797552166337,2.44598106310215,wave,wave,wave
399,wave,3.14637781223237,7.95400260386767,18.2940150864114,-14.1811083535769,2.37063950663232,wave,wave,wave
400,wave,3.0866103527864,7.43257218091555,17.6033955044547,-13.5079173124403,2.62537417548567,wave,wave,wave
401,wave,3.13672904637472,7.78382373769748,18.3398081197969,-14.2289252098416,2.52889917877226,wave,wave,wave
402,wave,3.38162075352964,7.62105728832002,17.9536064322904,-13.5528139867959,2.72172956214491,wave,wave,wave
403,wave,3.21431372908444,8.20464788560227,18.4008590504745,-14.2111638300741,2.2359954660602,wave,wave,wave
404,wave,3.40371765862136,7.98252839872471,18.055168115868,-13.6391759646132,2.49788365807437,wave,wave,wave
405,wave,3.00187780806151,7.50702431297158,17.724803279874,-13.7251619020651,2.53319323731309,wave,wave,wave
406,wave,3.06754932270151,7.73472143079993,18.0625030966238,-13.9791711607757,2.44961462730284,wave,wave,wave
407,wave,3.24600926312733,7.73603134422551,18.1678167633285,-13.9159500500947,2.56271317272254,wave,wave,wave
408,wave,3.15389656503581,8.14322314285258,18.3871441239992,-14.2526643154485,2.22918080341832,wave,wave,wave
409,wave,3.28438536302549,7.69168295201803,18.2275158740109,-13.941634972271,2.71259995082907,wave,wave,wave
410,wave,3.22808550768544,7.70162729869953,18.0283951700199,-13.7878895774505,2.56021537168284,wave,wave,wave
411,wave,3.24190624533022,6.81247028131116,16.4834600574493,-12.1991282309197,3.05398228232368,wave,wave,wave
412,wave,3.26182617812371,8.3505200195293,19.3700655184349,-15.1889501343543,2.42700765637847,wave,wave,wave
413,wave,3.32531803273126,7.86868406056444,18.0470068135297,-13.7120991311043,2.51193164535922,wave,wave,wave
414,wave,3.44950271046078,8.19266188315783,18.0586203977883,-13.5852820463778,2.39690402288191,wave,wave,wave
415,wave,3.36474744566644,7.73493204740279,17.9523059155078,-13.5801793349186,2.58099797951516,wave,wave,wave
416,wave,3.07052096199514,7.67374426279083,18.2097727697802,-14.1580911743321,2.59373945054754,wave,wave,wave
417,wave,3.4710956752422,8.06717124825884,18.4361079831877,-13.9670998160114,2.4911636461189,wave,wave,wave
418,wave,2.89528662317601,7.5921754820342,18.2087079668563,-14.3478969415354,2.41899554790532,wave,wave,wave
419,wave,3.24757305876017,7.76214930914123,17.9228884313042,-13.6597189953189,2.53291561073636,wave,wave,wave
420,wave,3.30275132750184,7.99393486630569,18.4373274490597,-14.1341137267184,2.49347410668444,wave,wave,wave
421,wave,3.40560099984154,7.80158845203831,17.6818911611135,-13.2622734178754,2.53016014871069,wave,wave,wave
422,wave,3.06400258021193,7.77624471919187,17.9511148337286,-13.895486571105,2.35843552768694,wave,wave,wave
423,wave,3.14143136637797,7.36125761962317,17.7077533070978,-13.5462726267817,2.79349599707227,wave,wave,wave
424,wave,3.623747700292,7.50866135680726,17.0203298045706,-12.3642899766737,2.82177519620637,wave,wave,wave
425,wave,3.16441157793594,7.64904279227809,18.0634882692054,-13.892610955221,2.56864696311363,wave,wave,wave
426,wave,3.52318115272434,8.32195976369886,18.4227211182244,-13.8954670654405,2.33623624110318,wave,wave,wave
427,wave,3.12239550810022,7.69357511083273,17.9669226462261,-13.8530351256723,2.43891270042217,wave,wave,wave
428,wave,3.16860732040326,7.28209029175125,17.6048306648547,-13.4255957157123,2.80863154373649,wave,wave,wave
429,wave,3.19888408621333,7.96361177259676,18.1639506585679,-13.9693134932765,2.36055599504245,wave,wave,wave
430,wave,3.23475606191735,7.77490991766749,18.1797661371299,-13.9513848158065,2.55109322385475,wave,wave,wave
431,wave,3.05733722139328,7.63171998387831,17.819311544042,-13.7508837528986,2.48818685593327,wave,wave,wave
432,wave,3.16890413705151,7.90731706086422,18.2662895584812,-14.1072979894987,2.40217253852013,wave,wave,wave
433,wave,3.25114013664865,7.8794725031758,17.8531899155929,-13.6019628220763,2.41247586918217,wave,wave,wave
434,wave,3.25467659495336,8.01083261545672,18.2527524843042,-14.0063024128133,2.39865481845588,wave,wave,wave
435,wave,3.26139387349852,7.22006575767683,17.4816774895778,-13.1929342012952,2.90735494721149,wave,wave,wave
436,wave,2.95534874341317,7.56017507952843,18.0078800948499,-14.0645959513096,2.53504645574521,wave,wave,wave
437,wave,3.26983448953711,8.29667622861903,18.7952764929624,-14.5584379627888,2.36480904470817,wave,wave,wave
438,wave,3.32009305115747,7.45527915753222,16.8991960262413,-12.5319130897628,2.62055934467739,wave,wave,wave
439,wave,3.37972236559178,7.75518531240191,17.8537769950812,-13.4546195831289,2.57627957270296,wave,wave,wave
440,wave,3.18627442952787,7.76750771076274,18.596657481696,-14.4435758223799,2.70744902941501,wave,wave,wave
441,wave,3.03389898861306,7.92448872005128,18.3023250791195,-14.2845025841904,2.30658991649838,wave,wave,wave
442,wave,3.3034562326515,7.59641031933393,17.5402049231931,-13.2302280552882,2.59025852448593,wave,wave,wave
443,wave,3.2234865269675,7.63847080151125,18.0072993341902,-13.7627166076947,2.66932019338718,wave,wave,wave
444,wave,3.34137659728361,7.69766383589716,17.7961767484578,-13.4375885841921,2.63778436519992,wave,wave,wave
445,wave,3.15015735706965,7.66002972639117,18.1559809563336,-14.013354270882,2.52446172149271,wave,wave,wave
446,wave,2.86243440983618,8.0239290063466,18.5093363849828,-14.6891184035376,2.04724389386103,wave,wave,wave
447,wave,3.1630019518292,7.57136937105792,17.5972077417572,-13.4152258709757,2.56285595383914,wave,wave,wave
448,wave,3.11038830102786,8.03941254145991,18.3751728543446,-14.302872111272,2.256604814272,wave,wave,wave
449,wave,2.97314592479139,7.67645136322743,17.9426343614153,-13.9587323293089,2.39325962272554,wave,wave,wave
450,wave,3.29225358783091,7.68958507462285,17.9230149239548,-13.6279532600059,2.64987656413841,wave,wave,wave
451,wave,3.23899785363938,8.16853183227295,18.5282564753406,-14.3056788221721,2.29120093477619,wave,wave,wave
452,wave,3.26552761532311,7.52043422956534,17.3584460690212,-13.0691474695735,2.54361234348503,wave,wave,wave
453,wave,3.04574796783788,7.36816549349175,17.9170822646153,-13.8821787831822,2.82100570242414,wave,wave,wave
454,wave,3.59840812721908,8.07510015884724,18.4558595631654,-13.8437041121403,2.6281365229018,wave,wave,wave
455,wave,3.15225130077098,7.77127772050978,18.0661680475274,-13.9207959050938,2.42538543976934,wave,wave,wave
456,wave,3.09381706155742,7.9372041268634,17.8383637173698,-13.7539850007033,2.21199019712005,wave,wave,wave
457,wave,3.21847206601033,7.44358857084074,17.5663831950206,-13.3260778788902,2.66815468958741,wave,wave,wave
458,wave,3.16222832483923,7.51652587342336,17.682572496846,-13.5024477183505,2.63340273535285,wave,wave,wave
459,wave,3.83183733774267,8.29271867059056,17.9310086045516,-13.0739928440487,2.59082371153089,wave,wave,wave
460,wave,2.95032133284446,7.80329731634568,18.3902000601314,-14.4662610346053,2.40901090517067,wave,wave,wave
461,wave,3.38433153628776,7.82964654142543,18.3333917297089,-13.9401022642272,2.68818988732655,wave,wave,wave
462,wave,3.09572538810693,7.51597059148326,17.9968415658955,-13.9105784933343,2.66754620990888,wave,wave,wave
463,wave,3.40702494396499,8.02719476873174,17.8774039671097,-13.465181952344,2.44890953575855,wave,wave,wave
464,wave,3.51651405427943,7.7698086991834,17.6348261045693,-13.0953587843292,2.64728303423394,wave,wave,wave
465,wave,3.3339451260288,7.50753069232712,18.1883552962199,-13.8731100461632,2.95856189321005,wave,wave,wave
466,wave,3.4054246258683,7.97183086517537,18.4197455344889,-14.0141205401402,2.60127728385023,wave,wave,wave
467,wave,3.04475460944641,7.68089996861673,17.9199166700366,-13.8730099472031,2.39601946897731,wave,wave,wave
468,wave,3.30960997492087,7.95391535022889,18.3837148368909,-14.0948577855631,2.45830435632876,wave,wave,wave
469,wave,3.21687635832375,7.967822215693,18.2402312964695,-14.0329381205207,2.38878154523594,wave,wave,wave
470,wave,3.13577250371391,7.41152201991985,17.4188744063377,-13.2684211334424,2.6500042943395,wave,wave,wave
471,wave,3.06065187840291,8.28132391876645,18.7925760857413,-14.7720819682354,2.18171891082399,wave,wave,wave
472,wave,3.06805901003983,7.33194092175028,17.2038556943587,-13.1106089856915,2.56207177749339,wave,wave,wave
473,wave,3.49941261664463,7.63342258357,17.6054925386817,-13.0677077159852,2.80682873009559,wave,wave,wave
474,wave,3.07519720128643,7.79858714698394,18.5668572237498,-14.5217895241119,2.62350966062782,wave,wave,wave
475,wave,3.31749889437415,7.81921145172462,17.7578080328397,-13.417553920848,2.47336579598457,wave,wave,wave
476,wave,3.22570322897562,8.20459362399256,18.5404241059674,-14.3519041987806,2.27708977584166,wave,wave,wave
477,wave,2.85796672509167,7.61681473796532,18.1360487585973,-14.2920515477343,2.43249755707679,wave,wave,wave
478,wave,3.09087094968356,7.53114582932016,17.8655368392089,-13.7621100379893,2.62366651145265,wave,wave,wave
479,wave,3.21492444899609,7.51897011768398,18.0806890032882,-13.8787241629009,2.70902313095978,wave,wave,wave
480,wave,3.10819119282896,7.52320982333787,17.7595046903331,-13.6192852867456,2.64034258383745,wave,wave,wave
481,wave,3.27722273155222,7.74013768266645,18.2021829733714,-13.9320249137152,2.59714265889417,wave,wave,wave
482,wave,3.16554563552723,7.8039364501912,17.6887665287892,-13.5203364325465,2.35305570320913,wave,wave,wave
483,wave,3.81852576988414,8.14914229167963,17.6025337365764,-12.7544433353873,2.61954739021552,wave,wave,wave
484,wave,3.06305666663121,7.77600760689378,18.3957431962228,-14.3516010041066,2.51846788606472,wave,wave,wave
485,wave,3.35008379601128,8.17005537231058,17.9293028633005,-13.5770023798874,2.29142958779861,wave,wave,wave
486,wave,3.01748092952397,7.37292280132933,17.5759343744186,-13.5421513396033,2.56904329610872,wave,wave,wave
487,wave,3.43281429246935,7.74314341669939,18.1396456881526,-13.6796225145367,2.74565036032564,wave,wave,wave
488,wave,3.07001219794496,7.24388014982438,17.3834268917254,-13.2922837273819,2.73559370550683,wave,wave,wave
489,wave,3.05238027302503,8.1422581162362,18.8602048670694,-14.8596759965924,2.29928762199424,wave,wave,wave
490,wave,3.35844676389425,7.91898128837423,18.0874120634806,-13.7198498887231,2.49343414785651,wave,wave,wave
491,wave,3.2361748144137,8.01267964308889,18.03664108534,-13.8006034569366,2.33766325482566,wave,wave,wave
492,wave,3.33620279523552,7.9605112266238,18.6212095866764,-14.2995361228633,2.55372229358548,wave,wave,wave
493,wave,2.81793493359099,7.01908405959945,17.5135563269293,-13.6998407390802,2.8827598363183,wave,wave,wave
494,wave,3.54239992399566,7.89143765049576,17.4652517553494,-12.8928503413896,2.55751134111844,wave,wave,wave
495,wave,3.19113562399571,7.69555964263233,18.214905874745,-14.0364584562828,2.6183025497231,wave,wave,wave
496,wave,3.20536898927942,7.76067513347519,18.2969192443196,-14.0947883401173,2.55984137159458,wave,wave,wave
497,wave,3.52435267654029,7.99427739701297,17.5310679429224,-12.9817180767908,2.46865650414054,wave,wave,wave
498,wave,2.90866965980178,7.47139704201775,17.7519227070169,-13.8446015999965,2.46111624761547,wave,wave,wave
499,wave,3.25069105046053,7.59656282511914,17.8569142408087,-13.6014768877389,2.6397639278978,wave,wave,wave
500,wave,3.21646116885262,7.47948567090084,17.6402889483477,-13.3947124756873,2.71224485695272,wave,wave,wave
